American Caresource Holdings Inc|GNOW|Dividend (Yield)|N/A (N/A)
American Caresource Holdings Inc|GNOW|Average Vol. (3m)|50897
American Caresource Holdings Inc|GNOW|P/E Ratio|N/A
American Caresource Holdings Inc|GNOW|Beta|1.86
American Caresource Holdings Inc|GNOW|1-Year Change|9.59%
American Caresource Holdings Inc|GNOW|Shares Outstanding|16597150
American Caresource Holdings Inc|GNOW|Next Earnings Date|Aug 17 2020
American Electric Power Company Inc|AEP|industry|Electric Utilities
American Electric Power Company Inc|AEP|sector|Utilities
American Electric Power Company Inc|AEP|price|82.95
American Electric Power Company Inc|AEP|Prev. Close|82.95
American Electric Power Company Inc|AEP|Day's Range|82.79 - 83.77
American Electric Power Company Inc|AEP|Revenue|15.17B
American Electric Power Company Inc|AEP|Open|83.44
American Electric Power Company Inc|AEP|52 wk Range|65.14 - 104.97
American Electric Power Company Inc|AEP|EPS|3.84
American Electric Power Company Inc|AEP|Volume|2874921
American Electric Power Company Inc|AEP|Market Cap|41.16B
American Electric Power Company Inc|AEP|Dividend (Yield)|2.80 (3.35%)
American Electric Power Company Inc|AEP|Average Vol. (3m)|3206919
American Electric Power Company Inc|AEP|P/E Ratio|21.6
American Electric Power Company Inc|AEP|Beta|0.37
American Electric Power Company Inc|AEP|1-Year Change| - 8.07%
American Electric Power Company Inc|AEP|Shares Outstanding|496155436
American Electric Power Company Inc|AEP|Next Earnings Date|Oct 22 2020
American Express Company|AXP|industry|Consumer Financial Services
American Express Company|AXP|sector|Financial
American Express Company|AXP|price|100.41
American Express Company|AXP|Prev. Close|100.41
American Express Company|AXP|Day's Range|99.27 - 101.29
American Express Company|AXP|Revenue|41.68B
American Express Company|AXP|Open|99.66
American Express Company|AXP|52 wk Range|67.02 - 138.13
American Express Company|AXP|EPS|4.83
American Express Company|AXP|Volume|1956491
American Express Company|AXP|Market Cap|80.85B
American Express Company|AXP|Dividend (Yield)|1.72 (1.71%)
American Express Company|AXP|Average Vol. (3m)|5155887
American Express Company|AXP|P/E Ratio|20.79
American Express Company|AXP|Beta|1.14
American Express Company|AXP|1-Year Change| - 19.43%
American Express Company|AXP|Shares Outstanding|805161121
American Express Company|AXP|Next Earnings Date|Oct 14 2020
American National Bankshares Inc|AMNB|industry|Regional Banks
American National Bankshares Inc|AMNB|sector|Financial
American National Bankshares Inc|AMNB|price|24.40
American National Bankshares Inc|AMNB|Prev. Close|24.4
American National Bankshares Inc|AMNB|Day's Range|23.72 - 24.44
American National Bankshares Inc|AMNB|Revenue|55.5M
American National Bankshares Inc|AMNB|Open|23.72
American National Bankshares Inc|AMNB|52 wk Range|18.53 - 40.57
American National Bankshares Inc|AMNB|EPS|2.72
American National Bankshares Inc|AMNB|Volume|10026
American National Bankshares Inc|AMNB|Market Cap|267.53M
American National Bankshares Inc|AMNB|Dividend (Yield)|1.08 (4.49%)
American National Bankshares Inc|AMNB|Average Vol. (3m)|20270
American National Bankshares Inc|AMNB|P/E Ratio|8.96
American National Bankshares Inc|AMNB|Beta|1.14
American National Bankshares Inc|AMNB|1-Year Change| - 30.88%
American National Bankshares Inc|AMNB|Shares Outstanding|10964320
American National Bankshares Inc|AMNB|Next Earnings Date|Oct 15 2020
American National Insurance Company|ANAT|industry|Insurance (Prop. & Casualty)
American National Insurance Company|ANAT|sector|Financial
American National Insurance Company|ANAT|price|76.78
American National Insurance Company|ANAT|Prev. Close|76.78
American National Insurance Company|ANAT|Day's Range|74.14 - 77
American National Insurance Company|ANAT|Revenue|3.5B
American National Insurance Company|ANAT|Open|75.11
American National Insurance Company|ANAT|52 wk Range|63.93 - 126.97
American National Insurance Company|ANAT|EPS|9.42
American National Insurance Company|ANAT|Volume|29426
American National Insurance Company|ANAT|Market Cap|2.06B
American National Insurance Company|ANAT|Dividend (Yield)|3.28 (4.34%)
American National Insurance Company|ANAT|Average Vol. (3m)|44217
American National Insurance Company|ANAT|P/E Ratio|8.15
American National Insurance Company|ANAT|Beta|0.63
American National Insurance Company|ANAT|1-Year Change| - 32.08%
American National Insurance Company|ANAT|Shares Outstanding|26887200
American National Insurance Company|ANAT|Next Earnings Date|Nov 02 2020
American Public Education Inc|APEI|industry|Schools
American Public Education Inc|APEI|sector|Services
American Public Education Inc|APEI|price|35.28
American Public Education Inc|APEI|Prev. Close|35.28
American Public Education Inc|APEI|Day's Range|33.08 - 35.57
American Public Education Inc|APEI|Revenue|299.02M
American Public Education Inc|APEI|Open|33.52
American Public Education Inc|APEI|52 wk Range|18.47 - 40.62
American Public Education Inc|APEI|EPS|0.88
American Public Education Inc|APEI|Volume|124735
American Public Education Inc|APEI|Market Cap|522.04M
American Public Education Inc|APEI|Dividend (Yield)|N/A (N/A)
American Public Education Inc|APEI|Average Vol. (3m)|93791
American Public Education Inc|APEI|P/E Ratio|40.24
American Public Education Inc|APEI|Beta|0.71
American Public Education Inc|APEI|1-Year Change|30.86%
American Public Education Inc|APEI|Shares Outstanding|14797011
American Public Education Inc|APEI|Next Earnings Date|Nov 10 2020
American River Bankshares|AMRB|industry|Regional Banks
American River Bankshares|AMRB|sector|Financial
American River Bankshares|AMRB|price|10.23
American River Bankshares|AMRB|Prev. Close|10.23
American River Bankshares|AMRB|Day's Range|10.23 - 10.23
American River Bankshares|AMRB|Revenue|14.47M
American River Bankshares|AMRB|Open|10.23
American River Bankshares|AMRB|52 wk Range|8 - 16.43
American River Bankshares|AMRB|EPS|1.06
American River Bankshares|AMRB|Volume|132
American River Bankshares|AMRB|Market Cap|60.75M
American River Bankshares|AMRB|Dividend (Yield)|0.28 (2.68%)
American River Bankshares|AMRB|Average Vol. (3m)|5800
American River Bankshares|AMRB|P/E Ratio|9.62
American River Bankshares|AMRB|Beta|0.81
American River Bankshares|AMRB|1-Year Change| - 22.26%
American River Bankshares|AMRB|Shares Outstanding|5938009
American River Bankshares|AMRB|Next Earnings Date|Oct 15 2020
American Software Inc|AMSWA|industry|Software & Programming
American Software Inc|AMSWA|sector|Technology
American Software Inc|AMSWA|price|17.03
American Software Inc|AMSWA|Prev. Close|17.03
American Software Inc|AMSWA|Day's Range|16.93 - 17.26
American Software Inc|AMSWA|Revenue|115.46M
American Software Inc|AMSWA|Open|17.22
American Software Inc|AMSWA|52 wk Range|9.06 - 21.48
American Software Inc|AMSWA|EPS|0.21
American Software Inc|AMSWA|Volume|74579
American Software Inc|AMSWA|Market Cap|552.49M
American Software Inc|AMSWA|Dividend (Yield)|0.44 (2.54%)
American Software Inc|AMSWA|Average Vol. (3m)|194884
American Software Inc|AMSWA|P/E Ratio|81.9
American Software Inc|AMSWA|Beta|0.59
American Software Inc|AMSWA|1-Year Change|21.82%
American Software Inc|AMSWA|Shares Outstanding|32442128
American Software Inc|AMSWA|Next Earnings Date|Aug 26 2020
American Superconductor Corporation|AMSC|industry|Electronic Instr. & Controls
American Superconductor Corporation|AMSC|sector|Technology
American Superconductor Corporation|AMSC|price|12.28
American Superconductor Corporation|AMSC|Prev. Close|12.28
American Superconductor Corporation|AMSC|Day's Range|12.13 - 12.34
American Superconductor Corporation|AMSC|Revenue|71.27M
American Superconductor Corporation|AMSC|Open|12.22
American Superconductor Corporation|AMSC|52 wk Range|4.4 - 12.56
American Superconductor Corporation|AMSC|EPS| - 0.79
American Superconductor Corporation|AMSC|Volume|165896
American Superconductor Corporation|AMSC|Market Cap|282.87M
American Superconductor Corporation|AMSC|Dividend (Yield)|N/A (N/A)
American Superconductor Corporation|AMSC|Average Vol. (3m)|239693
American Superconductor Corporation|AMSC|P/E Ratio|N/A
American Superconductor Corporation|AMSC|Beta|1.05
American Superconductor Corporation|AMSC|1-Year Change|55.05%
American Superconductor Corporation|AMSC|Shares Outstanding|23035017
American Superconductor Corporation|AMSC|Next Earnings Date|Nov 10 2020
American Tower Corp|AMT|industry|Rental & Leasing
American Tower Corp|AMT|sector|Services
American Tower Corp|AMT|price|250.12
American Tower Corp|AMT|Prev. Close|250.12
American Tower Corp|AMT|Day's Range|248.71 - 253.24
American Tower Corp|AMT|Revenue|7.78B
American Tower Corp|AMT|Open|250.83
American Tower Corp|AMT|52 wk Range|174.32 - 272.2
American Tower Corp|AMT|EPS|4.31
American Tower Corp|AMT|Volume|737004
American Tower Corp|AMT|Market Cap|110.95B
American Tower Corp|AMT|Dividend (Yield)|4.40 (1.75%)
American Tower Corp|AMT|Average Vol. (3m)|1789636
American Tower Corp|AMT|P/E Ratio|58.01
American Tower Corp|AMT|Beta|0.41
American Tower Corp|AMT|1-Year Change|12.2%
American Tower Corp|AMT|Shares Outstanding|443570634
American Tower Corp|AMT|Next Earnings Date|Oct 29 2020
American Woodmark Corporation|AMWD|industry|Constr. - Supplies & Fixtures
American Woodmark Corporation|AMWD|sector|Capital Goods
American Woodmark Corporation|AMWD|price|88.60
American Woodmark Corporation|AMWD|Prev. Close|88.6
American Woodmark Corporation|AMWD|Day's Range|87.94 - 89.72
American Woodmark Corporation|AMWD|Revenue|1.65B
American Woodmark Corporation|AMWD|Open|88.84
American Woodmark Corporation|AMWD|52 wk Range|35.3 - 117.7
American Woodmark Corporation|AMWD|EPS|4.42
American Woodmark Corporation|AMWD|Volume|91314
American Woodmark Corporation|AMWD|Market Cap|1.5B
American Woodmark Corporation|AMWD|Dividend (Yield)|N/A (N/A)
American Woodmark Corporation|AMWD|Average Vol. (3m)|153017
American Woodmark Corporation|AMWD|P/E Ratio|20.05
American Woodmark Corporation|AMWD|Beta|2.45
American Woodmark Corporation|AMWD|1-Year Change|17.82%
American Woodmark Corporation|AMWD|Shares Outstanding|16942569
American Woodmark Corporation|AMWD|Next Earnings Date|Aug 25 2020
Americas Car-Mart Inc|CRMT|industry|Retail (Specialty)
Americas Car-Mart Inc|CRMT|sector|Services
Americas Car-Mart Inc|CRMT|price|98.75
Americas Car-Mart Inc|CRMT|Prev. Close|98.75
Americas Car-Mart Inc|CRMT|Day's Range|95.66 - 98.8
Americas Car-Mart Inc|CRMT|Revenue|744.61M
Americas Car-Mart Inc|CRMT|Open|96.33
Americas Car-Mart Inc|CRMT|52 wk Range|36.01 - 129.7
Americas Car-Mart Inc|CRMT|EPS|7.47
Americas Car-Mart Inc|CRMT|Volume|50868
Americas Car-Mart Inc|CRMT|Market Cap|673.9M
Americas Car-Mart Inc|CRMT|Dividend (Yield)|N/A (N/A)
Americas Car-Mart Inc|CRMT|Average Vol. (3m)|57509
Americas Car-Mart Inc|CRMT|P/E Ratio|13.22
Americas Car-Mart Inc|CRMT|Beta|1.36
Americas Car-Mart Inc|CRMT|1-Year Change|7.34%
Americas Car-Mart Inc|CRMT|Shares Outstanding|6824322
Americas Car-Mart Inc|CRMT|Next Earnings Date|Aug 17 2020
Ameriprise Financial Inc|AMP|industry|Investment Services
Ameriprise Financial Inc|AMP|sector|Financial
Ameriprise Financial Inc|AMP|price|159.66
Ameriprise Financial Inc|AMP|Prev. Close|159.66
Ameriprise Financial Inc|AMP|Day's Range|157.82 - 160.98
Ameriprise Financial Inc|AMP|Revenue|12.21B
Ameriprise Financial Inc|AMP|Open|158.38
Ameriprise Financial Inc|AMP|52 wk Range|80.08 - 180.85
Ameriprise Financial Inc|AMP|EPS|19.13
Ameriprise Financial Inc|AMP|Volume|474913
Ameriprise Financial Inc|AMP|Market Cap|19.2B
Ameriprise Financial Inc|AMP|Dividend (Yield)|4.16 (2.62%)
Ameriprise Financial Inc|AMP|Average Vol. (3m)|950026
Ameriprise Financial Inc|AMP|P/E Ratio|8.35
Ameriprise Financial Inc|AMP|Beta|1.83
Ameriprise Financial Inc|AMP|1-Year Change|26.37%
Ameriprise Financial Inc|AMP|Shares Outstanding|120268867
Ameriprise Financial Inc|AMP|Next Earnings Date|Oct 27 2020
Ameris Bancorp|ABCB|industry|Regional Banks
Ameris Bancorp|ABCB|sector|Financial
Ameris Bancorp|ABCB|price|26.35
Ameris Bancorp|ABCB|Prev. Close|26.35
Ameris Bancorp|ABCB|Day's Range|25.33 - 26.7
Ameris Bancorp|ABCB|Revenue|543.13M
Ameris Bancorp|ABCB|Open|25.52
Ameris Bancorp|ABCB|52 wk Range|17.12 - 44.9
Ameris Bancorp|ABCB|EPS|1.93
Ameris Bancorp|ABCB|Volume|288741
Ameris Bancorp|ABCB|Market Cap|1.83B
Ameris Bancorp|ABCB|Dividend (Yield)|0.60 (2.33%)
Ameris Bancorp|ABCB|Average Vol. (3m)|435518
Ameris Bancorp|ABCB|P/E Ratio|13.67
Ameris Bancorp|ABCB|Beta|1.54
Ameris Bancorp|ABCB|1-Year Change| - 27.67%
Ameris Bancorp|ABCB|Shares Outstanding|69487546
Ameris Bancorp|ABCB|Next Earnings Date|Oct 16 2020
AMERISAFE Inc|AMSF|industry|Insurance (Prop. & Casualty)
AMERISAFE Inc|AMSF|sector|Financial
AMERISAFE Inc|AMSF|price|66.74
AMERISAFE Inc|AMSF|Prev. Close|66.74
AMERISAFE Inc|AMSF|Day's Range|65.89 - 67.18
AMERISAFE Inc|AMSF|Revenue|351.71M
AMERISAFE Inc|AMSF|Open|65.99
AMERISAFE Inc|AMSF|52 wk Range|48.2 - 80.65
AMERISAFE Inc|AMSF|EPS|4.66
AMERISAFE Inc|AMSF|Volume|81610
AMERISAFE Inc|AMSF|Market Cap|1.29B
AMERISAFE Inc|AMSF|Dividend (Yield)|1.08 (1.63%)
AMERISAFE Inc|AMSF|Average Vol. (3m)|101623
AMERISAFE Inc|AMSF|P/E Ratio|14.32
AMERISAFE Inc|AMSF|Beta|0.35
AMERISAFE Inc|AMSF|1-Year Change| - 3.04%
AMERISAFE Inc|AMSF|Shares Outstanding|19331059
AMERISAFE Inc|AMSF|Next Earnings Date|Oct 21 2020
AmeriServ Financial Inc|ASRV|industry|Regional Banks
AmeriServ Financial Inc|ASRV|sector|Financial
AmeriServ Financial Inc|ASRV|price|2.93
AmeriServ Financial Inc|ASRV|Prev. Close|2.93
AmeriServ Financial Inc|ASRV|Day's Range|2.9 - 2.94
AmeriServ Financial Inc|ASRV|Revenue|31.6M
AmeriServ Financial Inc|ASRV|Open|2.9
AmeriServ Financial Inc|ASRV|52 wk Range|2.36 - 4.3
AmeriServ Financial Inc|ASRV|EPS|0.3
AmeriServ Financial Inc|ASRV|Volume|3711
AmeriServ Financial Inc|ASRV|Market Cap|49.98M
AmeriServ Financial Inc|ASRV|Dividend (Yield)|0.10 (3.45%)
AmeriServ Financial Inc|ASRV|Average Vol. (3m)|10368
AmeriServ Financial Inc|ASRV|P/E Ratio|9.71
AmeriServ Financial Inc|ASRV|Beta|0.87
AmeriServ Financial Inc|ASRV|1-Year Change| - 29.48%
AmeriServ Financial Inc|ASRV|Shares Outstanding|17058644
AmeriServ Financial Inc|ASRV|Next Earnings Date|Oct 20 2020
AmerisourceBergen|ABC|industry|Biotechnology & Drugs
AmerisourceBergen|ABC|sector|Healthcare
AmerisourceBergen|ABC|price|103.75
AmerisourceBergen|ABC|Prev. Close|103.75
AmerisourceBergen|ABC|Day's Range|101.6 - 104.25
AmerisourceBergen|ABC|Revenue|186.29B
AmerisourceBergen|ABC|Open|101.94
AmerisourceBergen|ABC|52 wk Range|72.06 - 106.1
AmerisourceBergen|ABC|EPS|7.57
AmerisourceBergen|ABC|Volume|684627
AmerisourceBergen|ABC|Market Cap|21.18B
AmerisourceBergen|ABC|Dividend (Yield)|1.68 (1.64%)
AmerisourceBergen|ABC|Average Vol. (3m)|1126894
AmerisourceBergen|ABC|P/E Ratio|13.71
AmerisourceBergen|ABC|Beta|0.6
AmerisourceBergen|ABC|1-Year Change|18.79%
AmerisourceBergen|ABC|Shares Outstanding|204141795
AmerisourceBergen|ABC|Next Earnings Date|Oct 29 2020
Ameritrans Capital Corp|AMTCQ|industry|Misc. Financial Services
Ameritrans Capital Corp|AMTCQ|sector|Financial
Ameritrans Capital Corp|AMTCQ|price|0.021
Ameritrans Capital Corp|AMTCQ|Prev. Close|0.021
Ameritrans Capital Corp|AMTCQ|Day's Range|0.021 - 0.021
Ameritrans Capital Corp|AMTCQ|Revenue|N/A
Ameritrans Capital Corp|AMTCQ|Open|0.021
Ameritrans Capital Corp|AMTCQ|52 wk Range|0.003 - 0.03
Ameritrans Capital Corp|AMTCQ|EPS| - 2.59
Ameritrans Capital Corp|AMTCQ|Volume|N/A
Ameritrans Capital Corp|AMTCQ|Market Cap|71.31K
Ameritrans Capital Corp|AMTCQ|Dividend (Yield)|N/A (N/A)
Ameritrans Capital Corp|AMTCQ|Average Vol. (3m)|37000
Ameritrans Capital Corp|AMTCQ|P/E Ratio|N/A
Ameritrans Capital Corp|AMTCQ|Beta|N/A
Ameritrans Capital Corp|AMTCQ|1-Year Change|425%
Ameritrans Capital Corp|AMTCQ|Shares Outstanding|3395583
Ameritrans Capital Corp|AMTCQ|Next Earnings Date|Sep 02 2020
Ames National Corporation|ATLO|industry|Regional Banks
Ames National Corporation|ATLO|sector|Financial
Ames National Corporation|ATLO|price|19.50
Ames National Corporation|ATLO|Prev. Close|19.5
Ames National Corporation|ATLO|Day's Range|19.02 - 19.99
Ames National Corporation|ATLO|Revenue|36.54M
Ames National Corporation|ATLO|Open|19.11
Ames National Corporation|ATLO|52 wk Range|17.25 - 29.3
Ames National Corporation|ATLO|EPS|1.77
Ames National Corporation|ATLO|Volume|7042
Ames National Corporation|ATLO|Market Cap|177.89M
Ames National Corporation|ATLO|Dividend (Yield)|1.00 (5.27%)
Ames National Corporation|ATLO|Average Vol. (3m)|13498
Ames National Corporation|ATLO|P/E Ratio|10.99
Ames National Corporation|ATLO|Beta|0.66
Ames National Corporation|ATLO|1-Year Change| - 26.58%
Ames National Corporation|ATLO|Shares Outstanding|9122747
Ames National Corporation|ATLO|Next Earnings Date|Oct 16 2020
Amgen Inc|AMGN|industry|Biotechnology & Drugs
Amgen Inc|AMGN|sector|Healthcare
Amgen Inc|AMGN|price|239.71
Amgen Inc|AMGN|Prev. Close|239.71
Amgen Inc|AMGN|Day's Range|238.62 - 240.06
Amgen Inc|AMGN|Revenue|24.3B
Amgen Inc|AMGN|Open|239.21
Amgen Inc|AMGN|52 wk Range|177.05 - 264.94
Amgen Inc|AMGN|EPS|12.24
Amgen Inc|AMGN|Volume|1224955
Amgen Inc|AMGN|Market Cap|140.4B
Amgen Inc|AMGN|Dividend (Yield)|6.40 (2.68%)
Amgen Inc|AMGN|Average Vol. (3m)|2562997
Amgen Inc|AMGN|P/E Ratio|19.58
Amgen Inc|AMGN|Beta|0.86
Amgen Inc|AMGN|1-Year Change|17.49%
Amgen Inc|AMGN|Shares Outstanding|585693775
Amgen Inc|AMGN|Next Earnings Date|Nov 03 2020
Amkor Technology Inc|AMKR|industry|Semiconductors
Amkor Technology Inc|AMKR|sector|Technology
Amkor Technology Inc|AMKR|price|13.46
Amkor Technology Inc|AMKR|Prev. Close|13.46
Amkor Technology Inc|AMKR|Day's Range|13.33 - 13.59
Amkor Technology Inc|AMKR|Revenue|4.59B
Amkor Technology Inc|AMKR|Open|13.35
Amkor Technology Inc|AMKR|52 wk Range|5.43 - 15.8
Amkor Technology Inc|AMKR|EPS|1.13
Amkor Technology Inc|AMKR|Volume|855457
Amkor Technology Inc|AMKR|Market Cap|3.25B
Amkor Technology Inc|AMKR|Dividend (Yield)|N/A (N/A)
Amkor Technology Inc|AMKR|Average Vol. (3m)|1326118
Amkor Technology Inc|AMKR|P/E Ratio|11.9
Amkor Technology Inc|AMKR|Beta|1.95
Amkor Technology Inc|AMKR|1-Year Change|50.73%
Amkor Technology Inc|AMKR|Shares Outstanding|241236000
Amkor Technology Inc|AMKR|Next Earnings Date|Nov 02 2020
Amphenol Corporation|APH|industry|Electronic Instr. & Controls
Amphenol Corporation|APH|sector|Technology
Amphenol Corporation|APH|price|109.78
Amphenol Corporation|APH|Prev. Close|109.78
Amphenol Corporation|APH|Day's Range|109.44 - 110.3
Amphenol Corporation|APH|Revenue|8.1B
Amphenol Corporation|APH|Open|110.07
Amphenol Corporation|APH|52 wk Range|63.05 - 111.4
Amphenol Corporation|APH|EPS|3.59
Amphenol Corporation|APH|Volume|797197
Amphenol Corporation|APH|Market Cap|32.76B
Amphenol Corporation|APH|Dividend (Yield)|1.00 (0.90%)
Amphenol Corporation|APH|Average Vol. (3m)|1511513
Amphenol Corporation|APH|P/E Ratio|30.6
Amphenol Corporation|APH|Beta|1.29
Amphenol Corporation|APH|1-Year Change|26.75%
Amphenol Corporation|APH|Shares Outstanding|298376863
Amphenol Corporation|APH|Next Earnings Date|Oct 21 2020
Amtech Systems Inc|ASYS|industry|Semiconductors
Amtech Systems Inc|ASYS|sector|Technology
Amtech Systems Inc|ASYS|price|5.06
Amtech Systems Inc|ASYS|Prev. Close|5.06
Amtech Systems Inc|ASYS|Day's Range|4.91 - 5.09
Amtech Systems Inc|ASYS|Revenue|70.55M
Amtech Systems Inc|ASYS|Open|4.91
Amtech Systems Inc|ASYS|52 wk Range|3.55 - 7.96
Amtech Systems Inc|ASYS|EPS| - 0.06
Amtech Systems Inc|ASYS|Volume|94137
Amtech Systems Inc|ASYS|Market Cap|71.08M
Amtech Systems Inc|ASYS|Dividend (Yield)|N/A (N/A)
Amtech Systems Inc|ASYS|Average Vol. (3m)|43223
Amtech Systems Inc|ASYS|P/E Ratio|N/A
Amtech Systems Inc|ASYS|Beta|1.67
Amtech Systems Inc|ASYS|1-Year Change|0.8%
Amtech Systems Inc|ASYS|Shares Outstanding|14048172
Amtech Systems Inc|ASYS|Next Earnings Date|Nov 19 2020
AmTrust Financial Services Inc ADR Series E|AFSIM|industry|Insurance (Prop. & Casualty)
AmTrust Financial Services Inc ADR Series E|AFSIM|sector|Financial
AmTrust Financial Services Inc ADR Series E|AFSIM|price|15.2
AmTrust Financial Services Inc ADR Series E|AFSIM|Prev. Close|14.4
AmTrust Financial Services Inc ADR Series E|AFSIM|Day's Range|15 - 15.2
AmTrust Financial Services Inc ADR Series E|AFSIM|Revenue|N/A
AmTrust Financial Services Inc ADR Series E|AFSIM|Open|15
AmTrust Financial Services Inc ADR Series E|AFSIM|52 wk Range|11 - 18.9
AmTrust Financial Services Inc ADR Series E|AFSIM|EPS|0.6
AmTrust Financial Services Inc ADR Series E|AFSIM|Volume|600
AmTrust Financial Services Inc ADR Series E|AFSIM|Market Cap|2.79B
AmTrust Financial Services Inc ADR Series E|AFSIM|Dividend (Yield)|1.94 (13.44%)
AmTrust Financial Services Inc ADR Series E|AFSIM|Average Vol. (3m)|4697
AmTrust Financial Services Inc ADR Series E|AFSIM|P/E Ratio|23.6
AmTrust Financial Services Inc ADR Series E|AFSIM|Beta|1.1
AmTrust Financial Services Inc ADR Series E|AFSIM|1-Year Change| - 5%
AmTrust Financial Services Inc ADR Series E|AFSIM|Shares Outstanding|197701263
AmTrust Financial Services Inc ADR Series E|AFSIM|Next Earnings Date|N/A
Amyris Inc|AMRS|industry|Chemical Manufacturing
Amyris Inc|AMRS|sector|Basic Materials
Amyris Inc|AMRS|price|3.350
Amyris Inc|AMRS|Prev. Close|3.35
Amyris Inc|AMRS|Day's Range|3.265 - 3.699
Amyris Inc|AMRS|Revenue|134.62M
Amyris Inc|AMRS|Open|3.699
Amyris Inc|AMRS|52 wk Range|1.4 - 6.06
Amyris Inc|AMRS|EPS| - 2.2
Amyris Inc|AMRS|Volume|2541499
Amyris Inc|AMRS|Market Cap|685.85M
Amyris Inc|AMRS|Dividend (Yield)|N/A (N/A)
Amyris Inc|AMRS|Average Vol. (3m)|2707887
Amyris Inc|AMRS|P/E Ratio|N/A
Amyris Inc|AMRS|Beta|0.57
Amyris Inc|AMRS|1-Year Change| - 8.72%
Amyris Inc|AMRS|Shares Outstanding|204730979
Amyris Inc|AMRS|Next Earnings Date|Nov 05 2020
Analog Devices Inc|ADI|industry|Semiconductors
Analog Devices Inc|ADI|sector|Technology
Analog Devices Inc|ADI|price|117.18
Analog Devices Inc|ADI|Prev. Close|117.18
Analog Devices Inc|ADI|Day's Range|117.07 - 119.06
Analog Devices Inc|ADI|Revenue|5.54B
Analog Devices Inc|ADI|Open|118.57
Analog Devices Inc|ADI|52 wk Range|79.11 - 127.39
Analog Devices Inc|ADI|EPS|3
Analog Devices Inc|ADI|Volume|2079793
Analog Devices Inc|ADI|Market Cap|43.23B
Analog Devices Inc|ADI|Dividend (Yield)|2.48 (2.10%)
Analog Devices Inc|ADI|Average Vol. (3m)|3028437
Analog Devices Inc|ADI|P/E Ratio|39.12
Analog Devices Inc|ADI|Beta|1.33
Analog Devices Inc|ADI|1-Year Change|6.03%
Analog Devices Inc|ADI|Shares Outstanding|368954425
Analog Devices Inc|ADI|Next Earnings Date|Aug 19 2020
Andatee China Marine Fuel Services|AMCF|industry|Oil Well Services & Equipment
Andatee China Marine Fuel Services|AMCF|sector|Energy
Andatee China Marine Fuel Services|AMCF|price|0.004
Andatee China Marine Fuel Services|AMCF|Prev. Close|0.004
Andatee China Marine Fuel Services|AMCF|Day's Range|0.004 - 0.007
Andatee China Marine Fuel Services|AMCF|Revenue|N/A
Andatee China Marine Fuel Services|AMCF|Open|0.007
Andatee China Marine Fuel Services|AMCF|52 wk Range|0.003 - 0.027
Andatee China Marine Fuel Services|AMCF|EPS| - 0.11
Andatee China Marine Fuel Services|AMCF|Volume|1881
Andatee China Marine Fuel Services|AMCF|Market Cap|41.02K
Andatee China Marine Fuel Services|AMCF|Dividend (Yield)|N/A (N/A)
Andatee China Marine Fuel Services|AMCF|Average Vol. (3m)|39344
Andatee China Marine Fuel Services|AMCF|P/E Ratio|N/A
Andatee China Marine Fuel Services|AMCF|Beta|1.73
Andatee China Marine Fuel Services|AMCF|1-Year Change| - 76.47%
Andatee China Marine Fuel Services|AMCF|Shares Outstanding|10255813
Andatee China Marine Fuel Services|AMCF|Next Earnings Date|Aug 17 2020
AngioDynamics Inc|ANGO|industry|Medical Equipment & Supplies
AngioDynamics Inc|ANGO|sector|Healthcare
AngioDynamics Inc|ANGO|price|9.33
AngioDynamics Inc|ANGO|Prev. Close|9.33
AngioDynamics Inc|ANGO|Day's Range|9.19 - 9.48
AngioDynamics Inc|ANGO|Revenue|264.15M
AngioDynamics Inc|ANGO|Open|9.44
AngioDynamics Inc|ANGO|52 wk Range|7.49 - 19.59
AngioDynamics Inc|ANGO|EPS| - 4.38
AngioDynamics Inc|ANGO|Volume|148196
AngioDynamics Inc|ANGO|Market Cap|353.32M
AngioDynamics Inc|ANGO|Dividend (Yield)|N/A (N/A)
AngioDynamics Inc|ANGO|Average Vol. (3m)|289279
AngioDynamics Inc|ANGO|P/E Ratio|N/A
AngioDynamics Inc|ANGO|Beta|0.64
AngioDynamics Inc|ANGO|1-Year Change| - 50.82%
AngioDynamics Inc|ANGO|Shares Outstanding|37869430
AngioDynamics Inc|ANGO|Next Earnings Date|Oct 08 2020
Anika Therapeutics Inc|ANIK|industry|Biotechnology & Drugs
Anika Therapeutics Inc|ANIK|sector|Healthcare
Anika Therapeutics Inc|ANIK|price|35.77
Anika Therapeutics Inc|ANIK|Prev. Close|35.77
Anika Therapeutics Inc|ANIK|Day's Range|35.33 - 36.24
Anika Therapeutics Inc|ANIK|Revenue|125.55M
Anika Therapeutics Inc|ANIK|Open|36.2
Anika Therapeutics Inc|ANIK|52 wk Range|22.26 - 75.72
Anika Therapeutics Inc|ANIK|EPS|0.78
Anika Therapeutics Inc|ANIK|Volume|128105
Anika Therapeutics Inc|ANIK|Market Cap|508.2M
Anika Therapeutics Inc|ANIK|Dividend (Yield)|N/A (N/A)
Anika Therapeutics Inc|ANIK|Average Vol. (3m)|133793
Anika Therapeutics Inc|ANIK|P/E Ratio|46.1
Anika Therapeutics Inc|ANIK|Beta|1.12
Anika Therapeutics Inc|ANIK|1-Year Change| - 36.36%
Anika Therapeutics Inc|ANIK|Shares Outstanding|14207419
Anika Therapeutics Inc|ANIK|Next Earnings Date|Oct 21 2020
